Wavelength (nm),Sum(calc),Na I (9.9e-6),Na II (2.1e-4),Na III (7.5e-23),Mg I (3.2e-4),Mg II (2.7e-3),Mg III (1.6e-6),Al I (1.9e-4),Al II (1.3e-3),Al III (3.7e-8),Si I (8.6e-4),Si II (1.6e-3),Si III (7.6e-8),K I (3.5e-6),K II (1.1e-4),K III (3.2e-15),Ca I (1.9e-2),Ca II (4.7e-1),Ca III (6.5e-3),Mn I (2.4e-5),Mn II (1.9e-4),Fe I (6.8e-5),Fe II (3.7e-4),Fe III (5.0e-8),Cu I (4.4e-7),Cu II (1.1e-6),Zn I (1.8e-6),Zn II (2.8e-6),Mo I (0.0e+0),Pb I (0.0e+0),Pb II (0.0e+0)
279.07,3.291e+2,,3.784e-32,1.860e-61,1.962e-4,3.256e+2,,9.252e-15,2.734e-16,6.351e-27,3.525e-14,8.870e-19,1.093e-29,,8.654e-24,4.375e-32,2.386e-13,9.193e-12,7.642e-12,1.802e+0,3.691e-1,1.245e+0,4.130e-2,4.267e-27,2.931e-18,9.078e-20,1.003e-14,1.344e-19,0,0,
279.09,4.007e+2,,3.749e-32,1.870e-61,9.939e-5,3.968e+2,,9.256e-15,2.737e-16,6.343e-27,3.529e-14,8.851e-19,1.086e-29,,8.652e-24,9.996e-32,2.386e-13,9.196e-12,8.190e-12,2.546e+0,3.643e-1,1.001e+0,5.190e-2,4.252e-27,2.928e-18,9.075e-20,1.002e-14,1.344e-19,0,0,
279.11,4.996e+2,,3.714e-32,1.880e-61,4.948e-5,4.949e+2,,9.260e-15,2.741e-16,6.335e-27,3.532e-14,8.832e-19,1.078e-29,,8.650e-24,2.245e-31,2.385e-13,9.199e-12,8.627e-12,3.536e+0,3.621e-1,7.934e-1,6.502e-2,4.236e-27,2.925e-18,9.071e-20,1.002e-14,1.344e-19,0,0,
279.14,7.222e+2,,3.661e-32,1.894e-61,1.682e-5,7.155e+2,,9.265e-15,2.747e-16,6.323e-27,3.538e-14,8.803e-19,1.067e-29,,8.648e-24,7.315e-31,2.385e-13,9.203e-12,9.028e-12,5.603e+0,3.690e-1,5.445e-1,8.969e-2,4.213e-27,2.921e-18,9.065e-20,1.001e-14,1.344e-19,0,0,
279.16,9.390e+2,,3.626e-32,1.904e-61,8.019e-6,9.306e+2,,9.268e-15,2.751e-16,6.315e-27,3.541e-14,8.783e-19,1.060e-29,,8.646e-24,1.574e-30,2.385e-13,9.206e-12,9.107e-12,7.452e+0,3.845e-1,4.161e-1,1.094e-1,4.198e-27,2.918e-18,9.062e-20,1.001e-14,1.344e-19,0,0,
279.19,1.406e+3,,3.573e-32,1.918e-61,2.554e-6,1.394e+3,,9.274e-15,2.757e-16,6.303e-27,3.546e-14,8.754e-19,1.048e-29,,8.643e-24,4.807e-30,2.385e-13,9.210e-12,8.931e-12,1.107e+1,4.318e-1,2.707e-1,1.435e-1,4.175e-27,2.914e-18,9.056e-20,1.000e-14,1.344e-19,0,0,
279.21,1.837e+3,,3.538e-32,1.927e-61,1.166e-6,1.822e+3,,9.277e-15,2.761e-16,6.295e-27,3.550e-14,8.735e-19,1.041e-29,,8.641e-24,9.905e-30,2.385e-13,9.213e-12,8.627e-12,1.410e+1,4.833e-1,1.999e-1,1.687e-1,4.159e-27,2.911e-18,9.052e-20,9.997e-15,1.344e-19,0,0,
279.24,2.708e+3,,3.485e-32,1.942e-61,3.478e-7,2.687e+3,,9.283e-15,2.767e-16,6.283e-27,3.555e-14,8.706e-19,1.030e-29,,8.639e-24,2.837e-29,2.385e-13,9.218e-12,7.928e-12,1.963e+1,5.972e-1,1.237e-1,2.085e-1,4.136e-27,2.907e-18,9.047e-20,9.990e-15,1.343e-19,0,0,
279.26,3.462e+3,,3.449e-32,1.951e-61,1.520e-7,3.437e+3,,9.286e-15,2.770e-16,6.275e-27,3.558e-14,8.687e-19,1.022e-29,,8.637e-24,5.599e-29,2.385e-13,9.221e-12,7.334e-12,2.396e+1,7.001e-1,8.839e-2,2.353e-1,4.121e-27,2.904e-18,9.043e-20,9.986e-15,1.343e-19,0,0,
279.29,4.881e+3,,3.396e-32,1.966e-61,4.248e-8,4.848e+3,,9.291e-15,2.776e-16,6.263e-27,3.564e-14,8.658e-19,1.011e-29,,8.634e-24,1.503e-28,2.385e-13,9.225e-12,6.316e-12,3.129e+1,8.973e-1,5.216e-2,2.733e-1,4.098e-27,2.900e-18,9.037e-20,9.980e-15,1.343e-19,0,0,
279.31,6.026e+3,,3.361e-32,1.975e-61,1.777e-8,5.988e+3,,9.295e-15,2.780e-16,6.254e-27,3.567e-14,8.638e-19,1.004e-29,,8.632e-24,2.842e-28,2.384e-13,9.228e-12,5.595e-12,3.660e+1,1.057e+0,3.614e-2,2.959e-1,4.082e-27,2.897e-18,9.034e-20,9.976e-15,1.343e-19,0,0,
279.34,8.026e+3,,3.308e-32,1.990e-61,4.653e-9,7.980e+3,,9.300e-15,2.786e-16,6.242e-27,3.572e-14,8.609e-19,9.927e-30,,8.630e-24,7.153e-28,2.384e-13,9.232e-12,4.515e-12,4.484e+1,1.332e+0,2.038e-2,3.231e-1,4.059e-27,2.893e-18,9.028e-20,9.969e-15,1.343e-19,0,0,
279.36,9.520e+3,,3.273e-32,1.999e-61,1.863e-9,9.468e+3,,9.304e-15,2.790e-16,6.234e-27,3.576e-14,8.590e-19,9.853e-30,,8.628e-24,1.295e-27,2.384e-13,9.235e-12,3.830e-12,5.028e+1,1.535e+0,1.370e-2,3.357e-1,4.044e-27,2.890e-18,9.024e-20,9.965e-15,1.343e-19,0,0,
279.38,1.111e+4,,3.238e-32,2.009e-61,7.334e-10,1.105e+4,,9.307e-15,2.794e-16,6.226e-27,3.579e-14,8.571e-19,9.779e-30,,8.626e-24,2.306e-27,2.384e-13,9.238e-12,3.193e-12,5.546e+1,1.747e+0,9.103e-3,3.432e-1,4.028e-27,2.887e-18,9.020e-20,9.961e-15,1.343e-19,0,0,
279.41,1.356e+4,,3.185e-32,2.023e-61,1.752e-10,1.350e+4,,9.313e-15,2.800e-16,6.214e-27,3.584e-14,8.542e-19,9.667e-30,,8.623e-24,5.303e-27,2.384e-13,9.242e-12,2.353e-12,6.233e+1,2.068e+0,4.822e-3,3.445e-1,4.005e-27,2.883e-18,9.015e-20,9.955e-15,1.343e-19,0,0,
279.43,1.517e+4,,3.150e-32,2.033e-61,6.602e-11,1.510e+4,,9.316e-15,2.804e-16,6.206e-27,3.588e-14,8.523e-19,9.593e-30,,8.621e-24,9.041e-27,2.384e-13,9.245e-12,1.879e-12,6.606e+1,2.272e+0,3.109e-3,3.389e-1,3.990e-27,2.880e-18,9.011e-20,9.950e-15,1.343e-19,0,0,
279.46,1.737e+4,,3.097e-32,2.047e-61,1.478e-11,1.730e+4,,9.322e-15,2.809e-16,6.194e-27,3.593e-14,8.494e-19,9.481e-30,,8.619e-24,1.949e-26,2.384e-13,9.249e-12,1.297e-12,7.008e+1,2.543e+0,1.573e-3,3.219e-1,3.967e-27,2.876e-18,9.005e-20,9.944e-15,1.342e-19,0,0,
279.48,1.862e+4,,3.061e-32,2.057e-61,5.331e-12,1.854e+4,,9.325e-15,2.813e-16,6.186e-27,3.596e-14,8.474e-19,9.407e-30,,8.617e-24,3.183e-26,2.384e-13,9.252e-12,9.918e-13,7.162e+1,2.690e+0,9.834e-4,3.060e-1,3.951e-27,2.873e-18,9.002e-20,9.940e-15,1.342e-19,0,0,
279.51,2.000e+4,,3.008e-32,2.071e-61,1.118e-12,1.992e+4,,9.330e-15,2.819e-16,6.174e-27,3.602e-14,8.445e-19,9.296e-30,,8.614e-24,6.434e-26,2.384e-13,9.256e-12,6.419e-13,7.225e+1,2.842e+0,4.744e-4,2.777e-1,3.928e-27,2.869e-18,8.996e-20,9.934e-15,1.342e-19,0,0,
279.53,2.054e+4,,2.973e-32,2.081e-61,3.860e-13,2.046e+4,,9.334e-15,2.823e-16,6.166e-27,3.605e-14,8.426e-19,9.221e-30,,8.612e-24,1.007e-25,2.383e-13,9.259e-12,4.699e-13,7.167e+1,2.891e+0,2.871e-4,2.574e-1,3.913e-27,2.866e-18,8.992e-20,9.929e-15,1.342e-19,0,0,
279.56,2.069e+4,,2.920e-32,2.095e-61,7.582e-14,2.062e+4,,9.339e-15,2.829e-16,6.153e-27,3.610e-14,8.397e-19,9.110e-30,,8.609e-24,1.907e-25,2.383e-13,9.264e-12,2.850e-13,6.969e+1,2.880e+0,1.318e-4,2.275e-1,3.890e-27,2.861e-18,8.987e-20,9.923e-15,1.342e-19,0,0,
279.58,2.036e+4,,2.885e-32,2.105e-61,6.339e-14,2.029e+4,,9.343e-15,2.833e-16,6.145e-27,3.614e-14,8.378e-19,9.035e-30,,8.608e-24,2.858e-25,2.383e-13,9.266e-12,1.998e-13,6.789e+1,2.817e+0,7.720e-5,2.093e-1,3.874e-27,2.859e-18,8.983e-20,9.919e-15,1.342e-19,0,0,
279.61,1.926e+4,,1.482e-31,2.119e-61,4.474e-14,1.919e+4,,9.348e-15,2.838e-16,6.133e-27,3.619e-14,8.349e-19,8.924e-30,,8.605e-24,5.076e-25,2.383e-13,9.271e-12,1.136e-13,6.498e+1,2.646e+0,3.416e-5,1.864e-1,3.851e-27,2.854e-18,8.977e-20,9.913e-15,1.342e-19,0,0,
279.63,1.817e+4,,4.318e-31,2.129e-61,3.231e-14,1.810e+4,,9.352e-15,2.842e-16,6.125e-27,3.622e-14,8.329e-19,8.850e-30,,8.603e-24,7.287e-25,2.383e-13,9.274e-12,7.627e-14,6.317e+1,2.489e+0,2.019e-5,1.751e-1,3.836e-27,2.852e-18,8.974e-20,9.908e-15,1.342e-19,0,0,
279.65,1.686e+4,,4.281e-30,2.139e-61,1.987e-14,1.679e+4,,9.355e-15,2.846e-16,6.117e-27,3.626e-14,8.310e-19,8.775e-30,,8.601e-24,1.028e-24,2.383e-13,9.277e-12,5.034e-14,6.164e+1,2.305e+0,1.299e-5,1.672e-1,3.820e-27,2.849e-18,8.970e-20,9.904e-15,1.342e-19,0,0,
279.68,1.461e+4,,2.163e-29,2.153e-61,1.224e-15,1.455e+4,,9.361e-15,2.852e-16,6.105e-27,3.631e-14,8.281e-19,8.664e-30,,8.599e-24,1.668e-24,2.383e-13,9.281e-12,2.615e-14,6.006e+1,1.995e+0,1.059e-5,1.622e-1,3.797e-27,2.844e-18,8.964e-20,9.898e-15,1.342e-19,0,0,
279.7,1.301e+4,,6.241e-29,2.162e-61,3.687e-15,1.295e+4,,9.364e-15,2.856e-16,6.097e-27,3.634e-14,8.262e-19,8.590e-30,,8.597e-24,2.255e-24,2.383e-13,9.284e-12,1.654e-14,5.952e+1,1.777e+0,1.387e-5,1.633e-1,3.782e-27,2.842e-18,8.961e-20,9.894e-15,1.341e-19,0,0,
279.73,1.062e+4,,2.967e-28,2.177e-61,1.867e-14,1.056e+4,,9.369e-15,2.862e-16,6.085e-27,3.640e-14,8.233e-19,8.478e-30,,8.594e-24,3.430e-24,2.382e-13,9.288e-12,8.068e-15,5.941e+1,1.452e+0,2.852e-5,1.710e-1,3.759e-27,2.837e-18,8.955e-20,9.887e-15,1.341e-19,0,0,
279.75,9.106e+3,,8.221e-28,2.186e-61,5.391e-14,9.045e+3,,9.373e-15,2.866e-16,6.077e-27,3.643e-14,8.213e-19,8.404e-30,,8.592e-24,4.441e-24,2.382e-13,9.291e-12,4.901e-15,5.969e+1,1.245e+0,4.880e-5,1.794e-1,3.743e-27,2.835e-18,8.951e-20,9.883e-15,1.341e-19,0,0,
279.78,7.043e+3,,3.677e-27,2.201e-61,2.561e-13,6.982e+3,,9.378e-15,2.872e-16,6.065e-27,3.648e-14,8.185e-19,8.292e-30,,8.589e-24,6.334e-24,2.382e-13,9.295e-12,2.258e-15,6.033e+1,9.605e-1,1.087e-4,1.956e-1,3.720e-27,2.830e-18,8.946e-20,9.877e-15,1.341e-19,0,0,
279.8,5.848e+3,,9.779e-27,2.210e-61,7.090e-13,5.787e+3,,9.382e-15,2.875e-16,6.057e-27,3.652e-14,8.165e-19,8.218e-30,,8.588e-24,7.855e-24,2.382e-13,9.298e-12,1.327e-15,6.075e+1,7.931e-1,1.825e-4,2.077e-1,3.705e-27,2.827e-18,8.942e-20,9.873e-15,1.341e-19,0,0,
279.83,4.363e+3,,4.114e-26,2.225e-61,3.159e-12,4.301e+3,,9.387e-15,2.881e-16,6.044e-27,3.657e-14,8.136e-19,8.106e-30,,8.585e-24,1.050e-23,2.382e-13,9.302e-12,5.905e-16,6.110e+1,5.787e-1,3.860e-4,2.258e-1,3.681e-27,2.823e-18,8.936e-20,9.866e-15,1.341e-19,0,0,
279.85,3.584e+3,,1.050e-25,2.234e-61,8.374e-12,3.522e+3,,9.391e-15,2.885e-16,6.036e-27,3.660e-14,8.117e-19,8.032e-30,,8.583e-24,1.247e-23,2.382e-13,9.305e-12,3.454e-16,6.104e+1,4.606e-1,6.239e-4,2.366e-1,3.666e-27,2.820e-18,8.933e-20,9.862e-15,1.341e-19,0,0,
279.88,2.727e+3,,4.153e-25,2.249e-61,3.500e-11,2.666e+3,,9.396e-15,2.891e-16,6.024e-27,3.666e-14,8.088e-19,7.921e-30,,8.580e-24,1.564e-23,2.382e-13,9.310e-12,1.608e-16,6.045e+1,3.185e-1,1.245e-3,2.490e-1,3.643e-27,2.816e-18,8.927e-20,9.856e-15,1.341e-19,0,0,
279.9,2.356e+3,,1.018e-24,2.258e-61,8.889e-11,2.295e+3,,9.399e-15,2.895e-16,6.016e-27,3.669e-14,8.069e-19,7.846e-30,,8.579e-24,1.779e-23,2.382e-13,9.312e-12,1.020e-16,5.972e+1,2.450e-1,1.936e-3,2.539e-1,3.627e-27,2.813e-18,8.923e-20,9.852e-15,1.341e-19,0,0,
279.93,2.078e+3,,3.783e-24,2.273e-61,3.485e-10,2.019e+3,,9.405e-15,2.901e-16,6.004e-27,3.674e-14,8.040e-19,7.735e-30,,8.576e-24,2.091e-23,2.382e-13,9.317e-12,5.875e-17,5.820e+1,1.617e-1,3.645e-3,2.549e-1,3.604e-27,2.809e-18,8.918e-20,9.845e-15,1.340e-19,0,0,
279.95,2.069e+3,,8.892e-24,2.282e-61,8.480e-10,2.011e+3,,9.408e-15,2.905e-16,5.996e-27,3.678e-14,8.020e-19,7.661e-30,,8.574e-24,2.279e-23,2.381e-13,9.320e-12,4.479e-17,5.698e+1,1.213e-1,5.452e-3,2.511e-1,3.589e-27,2.806e-18,8.914e-20,9.841e-15,1.340e-19,0,0,
279.97,2.192e+3,,2.056e-23,2.292e-61,2.029e-9,2.136e+3,,9.412e-15,2.908e-16,5.988e-27,3.681e-14,8.001e-19,7.586e-30,,8.572e-24,2.441e-23,2.381e-13,9.323e-12,3.646e-17,5.563e+1,9.079e-2,8.029e-3,2.437e-1,3.574e-27,2.803e-18,8.910e-20,9.837e-15,1.340e-19,0,0,
280,2.611e+3,,7.005e-23,2.306e-61,7.271e-9,2.557e+3,,9.417e-15,2.914e-16,5.976e-27,3.686e-14,7.972e-19,7.475e-30,,8.569e-24,2.621e-23,2.381e-13,9.327e-12,2.895e-17,5.345e+1,5.994e-2,1.394e-2,2.264e-1,3.550e-27,2.799e-18,8.905e-20,9.831e-15,1.340e-19,0,0,
280.02,3.036e+3,,1.554e-22,2.316e-61,1.667e-8,2.984e+3,,9.421e-15,2.918e-16,5.968e-27,3.690e-14,7.953e-19,7.400e-30,,8.568e-24,2.689e-23,2.381e-13,9.330e-12,2.546e-17,5.190e+1,4.729e-2,1.974e-2,2.115e-1,3.535e-27,2.796e-18,8.901e-20,9.826e-15,1.340e-19,0,0,
280.05,3.867e+3,,4.973e-22,2.330e-61,5.604e-8,3.818e+3,,9.426e-15,2.924e-16,5.956e-27,3.695e-14,7.924e-19,7.289e-30,,8.565e-24,2.707e-23,2.381e-13,9.334e-12,2.112e-17,4.943e+1,3.756e-2,3.234e-2,1.855e-1,3.512e-27,2.792e-18,8.895e-20,9.820e-15,1.340e-19,0,0,
280.07,4.532e+3,,1.058e-21,2.340e-61,1.231e-7,4.484e+3,,9.430e-15,2.928e-16,5.947e-27,3.698e-14,7.904e-19,7.215e-30,,8.563e-24,2.660e-23,2.381e-13,9.337e-12,1.852e-17,4.764e+1,3.616e-2,4.409e-2,1.668e-1,3.496e-27,2.789e-18,8.891e-20,9.816e-15,1.340e-19,0,0,
280.1,5.646e+3,,3.181e-21,2.354e-61,3.882e-7,5.601e+3,,9.435e-15,2.934e-16,5.935e-27,3.704e-14,7.875e-19,7.103e-30,,8.560e-24,2.510e-23,2.381e-13,9.341e-12,1.491e-17,4.466e+1,4.066e-2,6.815e-2,1.382e-1,3.473e-27,2.785e-18,8.886e-20,9.810e-15,1.340e-19,0,0,
280.12,6.434e+3,,6.489e-21,2.364e-61,8.173e-7,6.391e+3,,9.438e-15,2.938e-16,5.927e-27,3.707e-14,7.856e-19,7.029e-30,,8.559e-24,2.364e-23,2.381e-13,9.344e-12,1.271e-17,4.243e+1,4.783e-2,8.939e-2,1.199e-1,3.458e-27,2.782e-18,8.882e-20,9.805e-15,1.340e-19,0,0,
280.15,7.610e+3,,1.832e-20,2.378e-61,2.418e-6,7.571e+3,,9.444e-15,2.943e-16,5.915e-27,3.712e-14,7.827e-19,6.917e-30,,8.556e-24,2.091e-23,2.380e-13,9.348e-12,9.724e-18,3.868e+1,6.499e-2,1.304e-1,9.444e-2,3.435e-27,2.778e-18,8.876e-20,9.799e-15,1.339e-19,0,0,
280.17,8.344e+3,,3.584e-20,2.388e-61,4.878e-6,8.308e+3,,9.447e-15,2.947e-16,5.907e-27,3.716e-14,7.808e-19,6.843e-30,,8.554e-24,1.886e-23,2.380e-13,9.351e-12,7.984e-18,3.592e+1,8.107e-2,1.647e-1,7.945e-2,3.419e-27,2.775e-18,8.873e-20,9.795e-15,1.339e-19,0,0,
280.2,9.289e+3,,9.500e-20,2.402e-61,1.354e-5,9.257e+3,,9.453e-15,2.953e-16,5.895e-27,3.721e-14,7.779e-19,6.732e-30,,8.551e-24,1.564e-23,2.380e-13,9.356e-12,5.766e-18,3.146e+1,1.131e-1,2.269e-1,6.036e-2,3.396e-27,2.771e-18,8.867e-20,9.789e-15,1.339e-19,0,0,
280.22,9.770e+3,,1.782e-19,2.412e-61,2.618e-5,9.741e+3,,9.456e-15,2.957e-16,5.887e-27,3.724e-14,7.760e-19,6.657e-30,,8.549e-24,1.351e-23,2.380e-13,9.358e-12,4.549e-18,2.836e+1,1.403e-1,2.758e-1,4.995e-2,3.381e-27,2.768e-18,8.863e-20,9.784e-15,1.339e-19,0,0,
280.24,1.010e+4,,3.286e-19,2.421e-61,4.976e-5,1.008e+4,,9.460e-15,2.961e-16,5.879e-27,3.728e-14,7.740e-19,6.583e-30,,8.548e-24,1.147e-23,2.380e-13,9.361e-12,3.531e-18,2.521e+1,1.728e-1,3.303e-1,4.133e-2,3.365e-27,2.765e-18,8.860e-20,9.780e-15,1.339e-19,0,0,
280.27,1.029e+4,,7.972e-19,2.436e-61,1.263e-4,1.027e+4,,9.465e-15,2.967e-16,5.867e-27,3.733e-14,7.711e-19,6.472e-30,,8.545e-24,8.690e-24,2.380e-13,9.366e-12,2.340e-18,2.057e+1,2.320e-1,4.210e-1,3.144e-2,3.342e-27,2.761e-18,8.854e-20,9.774e-15,1.339e-19,0,0,
280.29,1.020e+4,,1.409e-18,2.445e-61,2.302e-4,1.018e+4,,9.469e-15,2.971e-16,5.859e-27,3.737e-14,7.692e-19,6.397e-30,,8.543e-24,7.069e-24,2.380e-13,9.369e-12,1.742e-18,1.763e+1,2.787e-1,4.861e-1,2.658e-2,3.327e-27,2.758e-18,8.850e-20,9.770e-15,1.339e-19,0,0,
280.32,9.748e+3,,3.210e-18,2.460e-61,5.484e-4,9.733e+3,,9.474e-15,2.976e-16,5.846e-27,3.742e-14,7.663e-19,6.286e-30,,8.540e-24,5.021e-24,2.380e-13,9.373e-12,1.085e-18,1.359e+1,3.591e-1,5.875e-1,2.134e-2,3.304e-27,2.754e-18,8.845e-20,9.763e-15,1.339e-19,0,0,
280.34,9.256e+3,,5.440e-18,2.469e-61,9.577e-4,9.244e+3,,9.477e-15,8.923e-16,5.838e-27,3.745e-14,7.644e-19,6.211e-30,,8.539e-24,3.912e-24,2.380e-13,9.376e-12,7.747e-19,1.119e+1,4.188e-1,6.555e-1,1.891e-2,3.288e-27,2.751e-18,8.841e-20,9.759e-15,1.339e-19,0,0,
280.37,8.294e+3,,1.163e-17,2.484e-61,2.142e-3,8.284e+3,,9.483e-15,4.486e-15,5.826e-27,3.750e-14,7.615e-19,6.100e-30,,8.536e-24,2.605e-24,2.379e-13,9.380e-12,4.549e-19,8.118e+0,5.150e-1,7.541e-1,1.637e-2,3.265e-27,2.747e-18,8.835e-20,9.753e-15,1.338e-19,0,0,
280.39,7.545e+3,,1.889e-17,2.493e-61,3.586e-3,7.537e+3,,9.486e-15,1.289e-14,5.818e-27,3.754e-14,7.595e-19,6.026e-30,,8.534e-24,1.944e-24,2.379e-13,9.383e-12,3.159e-19,6.420e+0,5.812e-1,8.155e-1,1.518e-2,3.250e-27,2.744e-18,8.832e-20,9.749e-15,1.338e-19,0,0,
280.42,6.339e+3,,3.788e-17,2.508e-61,7.528e-3,6.333e+3,,9.492e-15,6.078e-14,5.806e-27,3.759e-14,7.566e-19,5.914e-30,,8.531e-24,1.213e-24,2.379e-13,9.387e-12,1.930e-19,4.375e+0,6.790e-1,8.982e-1,1.384e-2,3.227e-27,2.740e-18,8.826e-20,9.742e-15,1.338e-19,0,0,
280.44,5.525e+3,,5.897e-17,2.517e-61,1.209e-2,5.520e+3,,9.495e-15,1.673e-13,5.798e-27,3.762e-14,7.547e-19,1.757e-29,,8.529e-24,8.674e-25,2.379e-13,9.390e-12,1.644e-19,3.318e+0,7.398e-1,9.457e-1,1.310e-2,3.211e-27,2.737e-18,8.822e-20,9.738e-15,1.338e-19,0,0,
280.47,4.353e+3,,1.110e-16,2.532e-61,2.383e-2,4.349e+3,,9.500e-15,7.404e-13,5.786e-27,3.768e-14,7.518e-19,8.710e-29,,8.527e-24,5.076e-25,2.379e-13,9.394e-12,2.335e-19,2.123e+0,8.184e-1,1.004e+0,1.210e-2,3.188e-27,2.733e-18,8.817e-20,9.732e-15,1.338e-19,0,0,
280.49,3.634e+3,,1.656e-16,2.541e-61,3.670e-2,3.631e+3,,9.504e-15,1.954e-12,5.778e-27,3.771e-14,7.499e-19,2.479e-28,,8.525e-24,3.476e-25,2.379e-13,9.397e-12,4.190e-19,1.543e+0,8.593e-1,1.035e+0,1.146e-2,3.173e-27,2.730e-18,8.813e-20,9.728e-15,1.338e-19,0,0,
280.51,2.983e+3,,2.430e-16,2.551e-61,5.558e-2,2.980e+3,,9.508e-15,5.067e-12,5.770e-27,3.775e-14,7.479e-19,6.938e-28,,8.523e-24,2.340e-25,2.379e-13,9.400e-12,8.404e-19,1.102e+0,8.888e-1,1.059e+0,1.084e-2,3.157e-27,2.727e-18,8.809e-20,9.724e-15,1.338e-19,0,0,
280.54,2.148e+3,,4.182e-16,2.565e-61,1.004e-1,2.145e+3,,9.513e-15,2.050e-11,5.758e-27,3.780e-14,7.451e-19,3.146e-27,,8.520e-24,1.251e-25,2.379e-13,9.404e-12,2.483e-18,6.449e-1,9.089e-1,1.083e+0,9.953e-3,3.134e-27,2.723e-18,8.804e-20,9.717e-15,1.338e-19,0,0,
280.56,1.689e+3,,5.880e-16,2.575e-61,1.459e-1,1.686e+3,,9.516e-15,5.097e-11,5.750e-27,3.783e-14,7.431e-19,8.438e-27,,8.518e-24,8.065e-26,2.379e-13,9.407e-12,5.067e-18,4.415e-1,9.055e-1,1.092e+0,9.442e-3,3.119e-27,2.720e-18,8.800e-20,9.713e-15,1.338e-19,0,0,
280.59,1.141e+3,,9.495e-16,2.589e-61,2.479e-1,1.138e+3,,9.522e-15,1.935e-10,5.737e-27,3.788e-14,7.402e-19,3.590e-26,,8.516e-24,4.042e-26,2.378e-13,9.412e-12,1.435e-17,2.422e-1,8.759e-1,1.093e+0,8.890e-3,3.096e-27,2.716e-18,8.794e-20,9.707e-15,1.338e-19,0,0,
280.61,8.596e+2,,1.279e-15,2.599e-61,3.458e-1,8.572e+2,,9.525e-15,4.610e-10,5.729e-27,3.792e-14,7.383e-19,9.228e-26,,8.514e-24,2.496e-26,2.378e-13,9.415e-12,2.814e-17,1.589e-1,8.417e-1,1.086e+0,8.734e-3,3.080e-27,2.713e-18,8.790e-20,9.703e-15,1.337e-19,0,0,
280.64,5.449e+2,,1.938e-15,2.613e-61,5.527e-1,5.424e+2,,9.531e-15,1.642e-9,5.717e-27,3.797e-14,7.354e-19,3.683e-25,,8.511e-24,1.173e-26,2.378e-13,9.419e-12,7.483e-17,8.173e-2,7.734e-1,1.063e+0,8.950e-3,3.057e-27,2.708e-18,8.785e-20,9.696e-15,1.337e-19,0,0,
280.66,3.939e+2,,2.503e-15,2.623e-61,7.406e-1,3.913e+2,,9.534e-15,3.748e-9,5.709e-27,3.801e-14,7.335e-19,9.073e-25,,8.509e-24,6.939e-27,2.378e-13,9.422e-12,1.406e-16,5.136e-2,7.202e-1,1.039e+0,9.467e-3,3.042e-27,2.706e-18,8.781e-20,9.692e-15,1.337e-19,0,0,
280.69,2.350e+2,,3.557e-15,2.637e-61,1.115e+0,2.322e+2,,9.539e-15,1.252e-8,5.697e-27,3.806e-14,7.306e-19,3.398e-24,,8.507e-24,3.057e-27,2.378e-13,9.426e-12,3.508e-16,2.477e-2,6.359e-1,9.895e-1,1.092e-2,3.018e-27,2.701e-18,8.775e-20,9.686e-15,1.337e-19,0,0,
280.71,1.635e+2,,4.401e-15,2.647e-61,1.436e+0,1.605e+2,,9.543e-15,2.740e-8,5.689e-27,3.809e-14,7.286e-19,8.021e-24,,8.505e-24,1.732e-27,2.378e-13,9.429e-12,6.318e-16,1.491e-2,5.808e-1,9.469e-1,1.238e-2,3.003e-27,2.699e-18,8.772e-20,9.682e-15,1.337e-19,0,0,
280.74,9.270e+1,,5.867e-15,2.661e-61,2.037e+0,8.927e+1,,9.548e-15,8.590e-8,5.677e-27,3.814e-14,7.257e-19,2.818e-23,,8.502e-24,7.153e-28,2.378e-13,9.433e-12,1.479e-15,6.742e-3,5.062e-1,8.699e-1,1.536e-2,2.980e-27,2.694e-18,8.766e-20,9.675e-15,1.337e-19,0,0,
280.76,6.292e+1,,6.957e-15,2.671e-61,2.524e+0,5.910e+1,,9.552e-15,1.801e-7,5.669e-27,3.818e-14,7.238e-19,6.376e-23,,8.500e-24,3.883e-28,2.378e-13,9.436e-12,2.551e-15,3.888e-3,4.652e-1,8.109e-1,1.786e-2,2.965e-27,2.691e-18,8.762e-20,9.671e-15,1.337e-19,0,0,
280.78,4.274e+1,,8.110e-15,2.680e-61,3.079e+0,3.846e+1,,9.555e-15,3.713e-7,5.661e-27,3.821e-14,7.219e-19,1.418e-22,,8.498e-24,2.071e-28,2.378e-13,9.439e-12,4.328e-15,2.203e-3,4.332e-1,7.473e-1,2.071e-2,2.949e-27,2.689e-18,8.759e-20,9.667e-15,1.337e-19,0,0,
280.81,2.466e+1,,9.885e-15,2.695e-61,4.034e+0,1.955e+1,,9.561e-15,1.064e-6,5.649e-27,3.826e-14,7.190e-19,4.558e-22,,8.496e-24,7.815e-29,2.377e-13,9.443e-12,9.262e-15,9.103e-4,4.048e-1,6.471e-1,2.552e-2,2.926e-27,2.684e-18,8.753e-20,9.661e-15,1.337e-19,0,0,
