Wavelength (nm),Sum(calc),Li I (3.1e-6),Li II (6.8e-5),Li III (1.6e-38),C I (2.2e-3),C II (1.1e-4),C III (3.2e-13),Na I (2.8e-3),Na II (5.7e-2),Na III (1.1e-20),Mg I (1.2e-2),Mg II (9.4e-2),Mg III (4.6e-5),Al I (2.1e-2),Al II (1.3e-1),Al III (2.9e-6),Si I (1.5e-1),Si II (2.6e-1),Si III (9.5e-6),K I (8.5e-4),K II (2.6e-2),K III (4.9e-13),Ca I (3.5e-3),Ca II (8.2e-2),Ca III (9.6e-4),Ti I (9.7e-4),Ti II (1.5e-2),Ti III (2.6e-5),Cr I (1.4e-5),Cr II (1.3e-4),Mn I (1.6e-4),Mn II (1.2e-3),Fe I (1.5e-2),Fe II (7.7e-2),Fe III (8.3e-6),Ni I (3.5e-5),Ni II (9.7e-5),Ni III (2.6e-9),Cu I (1.3e-5),Cu II (2.9e-5),Zn I (5.3e-5),Zn II (7.3e-5),Pr II (1.6e-2),Eu I (7.7e-4),Eu II (3.0e-2),Tm I (1.7e-5),Tm II (4.9e-4)
272.22,7.527e+2,3.433e-38,4.376e-46,5.749e-126,1.252e-38,1.766e-24,1.520e-40,3.764e-36,1.968e-50,2.732e-78,2.928e-36,4.799e-34,6.530e-64,1.191e-32,5.725e-36,1.570e-47,1.094e-31,2.938e-1,2.434e-49,,7.089e-44,4.710e-58,9.981e+0,2.805e-30,2.082e-48,1.938e-37,1.425e-3,9.891e-38,4.169e-10,8.100e-37,,1.574e+1,6.072e+2,1.185e+2,5.210e-9,3.539e-38,,2.983e-50,2.740e-38,1.009e-3,1.013e-35,4.066e-40,,1.040e+0,7.067e-13,4.124e-39,
272.24,5.943e+2,3.437e-38,3.684e-45,5.751e-126,1.251e-38,1.986e-23,1.975e-39,3.786e-36,1.962e-50,2.675e-78,2.929e-36,4.817e-34,6.544e-64,1.195e-32,5.740e-36,1.572e-47,1.096e-31,2.798e-1,2.435e-49,,7.091e-44,4.723e-58,7.103e+0,2.806e-30,2.063e-48,1.939e-37,3.755e-4,9.905e-38,3.187e-9,8.055e-37,,1.431e+1,4.633e+2,1.069e+2,2.068e-9,3.569e-38,,2.988e-50,2.730e-38,7.541e-4,1.013e-35,4.072e-40,,2.373e+0,1.011e-11,4.138e-39,
272.25,5.740e+2,3.440e-38,1.031e-44,5.752e-126,1.250e-38,6.422e-23,6.868e-39,3.798e-36,1.959e-50,2.646e-78,2.929e-36,4.826e-34,6.550e-64,1.197e-32,5.748e-36,1.572e-47,1.098e-31,2.633e-1,2.435e-49,,7.092e-44,4.729e-58,5.777e+0,2.807e-30,2.053e-48,1.939e-37,2.311e-4,9.912e-38,8.496e-9,8.033e-37,,1.319e+1,4.526e+2,9.870e+1,1.256e-9,3.584e-38,,2.990e-50,2.725e-38,6.284e-4,1.013e-35,4.075e-40,,3.455e+0,3.690e-11,4.146e-39,
272.27,6.305e+2,3.444e-38,7.505e-44,5.754e-126,1.249e-38,6.246e-22,7.719e-38,3.820e-36,1.954e-50,2.589e-78,2.930e-36,4.844e-34,6.564e-64,1.202e-32,5.763e-36,1.574e-47,1.100e-31,2.168e-1,2.436e-49,,7.095e-44,4.742e-58,3.554e+0,2.808e-30,2.033e-48,1.940e-37,3.476e-4,9.926e-38,5.616e-8,7.988e-37,,1.054e+1,5.292e+2,8.019e+1,4.306e-10,3.614e-38,,2.994e-50,2.715e-38,4.058e-4,1.014e-35,4.080e-40,,6.816e+0,4.567e-10,4.160e-39,
272.29,7.825e+2,3.449e-38,4.960e-43,5.755e-126,1.247e-38,5.514e-21,7.876e-37,3.843e-36,1.948e-50,2.533e-78,2.931e-36,4.862e-34,6.578e-64,1.206e-32,5.778e-36,1.576e-47,1.103e-31,1.620e-1,2.437e-49,,7.097e-44,4.755e-58,1.983e+0,2.809e-30,2.014e-48,1.941e-37,1.345e-3,9.941e-38,3.370e-7,7.944e-37,,7.959e+0,6.972e+2,6.293e+1,1.340e-10,3.644e-38,,2.999e-50,2.705e-38,2.378e-4,1.014e-35,4.086e-40,,1.220e+1,5.131e-9,4.174e-39,
272.30,8.795e+2,3.451e-38,1.230e-42,5.756e-126,1.247e-38,1.580e-20,2.426e-36,3.854e-36,1.945e-50,2.504e-78,2.932e-36,4.872e-34,6.584e-64,1.208e-32,5.786e-36,1.577e-47,1.104e-31,1.350e-1,2.437e-49,,7.099e-44,4.761e-58,1.429e+0,2.809e-30,2.004e-48,1.942e-37,2.673e-3,9.948e-38,7.960e-7,7.922e-37,,6.902e+0,7.989e+2,5.632e+1,7.206e-11,3.659e-38,,3.001e-50,2.700e-38,1.755e-4,1.014e-35,4.089e-40,,1.574e+1,1.659e-8,4.181e-39,
272.32,1.082e+3,3.455e-38,7.027e-42,5.758e-126,1.245e-38,1.206e-19,2.141e-35,3.876e-36,1.940e-50,2.447e-78,2.932e-36,4.890e-34,6.598e-64,1.213e-32,5.801e-36,1.578e-47,1.107e-31,8.721e-2,2.438e-49,,7.101e-44,4.774e-58,6.891e-1,2.810e-30,1.984e-48,1.943e-37,9.879e-3,9.962e-38,4.131e-6,7.877e-37,,5.563e+0,1.001e+3,5.039e+1,1.938e-11,3.689e-38,,3.005e-50,2.690e-38,8.886e-5,1.015e-35,4.094e-40,,2.436e+1,1.612e-7,4.195e-39,
272.34,1.253e+3,3.460e-38,3.646e-41,5.760e-126,1.244e-38,8.360e-19,1.715e-34,3.899e-36,1.934e-50,2.390e-78,2.933e-36,4.908e-34,6.612e-64,1.217e-32,5.816e-36,1.580e-47,1.109e-31,5.111e-2,2.439e-49,,7.104e-44,4.786e-58,3.016e-1,2.812e-30,1.964e-48,1.944e-37,3.317e-2,9.976e-38,1.945e-5,7.832e-37,,5.463e+0,1.154e+3,5.881e+1,4.727e-12,3.718e-38,,3.010e-50,2.680e-38,4.083e-5,1.015e-35,4.100e-40,,3.421e+1,1.422e-6,4.209e-39,
272.35,1.314e+3,3.462e-38,8.007e-41,5.761e-126,1.243e-38,2.122e-18,4.681e-34,3.910e-36,1.931e-50,2.362e-78,2.934e-36,4.917e-34,6.618e-64,1.219e-32,5.824e-36,1.581e-47,1.111e-31,3.773e-2,2.440e-49,,7.105e-44,4.793e-58,1.924e-1,2.812e-30,1.955e-48,1.944e-37,5.862e-2,9.984e-38,4.071e-5,7.810e-37,,5.887e+0,1.198e+3,7.025e+1,2.251e-12,3.733e-38,,3.012e-50,2.675e-38,2.669e-5,1.015e-35,4.102e-40,,3.909e+1,4.072e-6,4.216e-39,
272.37,1.371e+3,3.467e-38,3.593e-40,5.763e-126,1.242e-38,1.272e-17,3.243e-33,3.932e-36,1.926e-50,2.305e-78,1.687e-34,4.935e-34,6.632e-64,1.223e-32,5.839e-36,1.582e-47,1.113e-31,1.912e-2,2.441e-49,,7.107e-44,4.805e-58,7.280e-2,2.813e-30,1.935e-48,1.945e-37,1.702e-1,9.998e-38,1.658e-4,7.765e-37,,7.547e+0,1.204e+3,1.111e+2,4.747e-13,3.763e-38,,3.016e-50,2.665e-38,1.060e-5,1.015e-35,4.108e-40,,4.746e+1,3.107e-5,4.230e-39,
272.39,1.347e+3,3.471e-38,1.463e-39,5.765e-126,1.240e-38,6.922e-17,2.040e-32,3.955e-36,1.920e-50,2.248e-78,8.804e-33,4.953e-34,6.646e-64,1.228e-32,5.854e-36,1.584e-47,1.116e-31,8.829e-3,2.441e-49,,7.110e-44,4.818e-58,2.499e-2,2.814e-30,1.915e-48,1.947e-37,4.486e-1,1.001e-37,6.131e-4,7.721e-37,,9.914e+0,1.105e+3,1.787e+2,9.080e-14,3.793e-38,,3.021e-50,2.655e-38,3.820e-6,1.016e-35,4.113e-40,,5.230e+1,2.152e-4,4.244e-39,
272.40,1.312e+3,3.474e-38,2.847e-39,5.765e-126,1.240e-38,1.557e-16,4.933e-32,3.966e-36,1.917e-50,2.220e-78,6.135e-32,4.962e-34,6.653e-64,1.230e-32,5.862e-36,1.585e-47,1.117e-31,5.830e-3,2.442e-49,,7.111e-44,4.824e-58,1.412e-2,2.815e-30,1.905e-48,1.947e-37,7.022e-1,1.002e-37,1.137e-3,7.698e-37,,1.117e+1,1.025e+3,2.222e+2,3.829e-14,3.808e-38,,3.023e-50,2.650e-38,2.211e-6,1.016e-35,4.116e-40,,5.294e+1,5.462e-4,4.252e-39,
272.42,1.220e+3,3.478e-38,1.003e-38,5.767e-126,1.238e-38,7.327e-16,2.683e-31,3.988e-36,1.912e-50,2.163e-78,2.771e-30,4.980e-34,6.666e-64,1.234e-32,5.877e-36,1.587e-47,1.120e-31,2.590e-3,2.443e-49,,7.114e-44,4.837e-58,4.189e-3,2.816e-30,1.886e-48,1.948e-37,1.600e+0,1.003e-37,3.634e-3,7.654e-37,,1.340e+1,8.300e+2,3.240e+2,6.336e-15,3.838e-38,,3.027e-50,2.640e-38,6.888e-7,1.016e-35,4.122e-40,,5.043e+1,3.272e-3,4.266e-39,
272.44,1.122e+3,3.483e-38,3.209e-38,5.769e-126,1.237e-38,3.130e-15,1.325e-30,4.011e-36,1.906e-50,2.106e-78,1.136e-28,4.998e-34,6.680e-64,1.239e-32,5.892e-36,1.588e-47,1.122e-31,1.809e-3,2.444e-49,,7.116e-44,4.850e-58,1.128e-3,2.817e-30,1.866e-48,1.949e-37,3.310e+0,1.005e-37,1.055e-2,7.609e-37,,1.471e+1,6.289e+2,4.319e+2,9.940e-16,3.868e-38,,3.032e-50,2.630e-38,1.947e-7,1.017e-35,4.127e-40,,4.360e+1,1.779e-2,4.280e-39,
272.45,1.078e+3,3.485e-38,5.536e-38,5.770e-126,1.236e-38,6.238e-15,2.839e-30,4.022e-36,1.903e-50,2.077e-78,7.020e-28,5.007e-34,6.687e-64,1.241e-32,5.900e-36,1.589e-47,1.124e-31,2.177e-3,2.444e-49,,7.117e-44,4.856e-58,5.642e-4,2.818e-30,1.856e-48,1.950e-37,4.591e+0,1.006e-37,1.733e-2,7.587e-37,,1.488e+1,5.380e+2,4.814e+2,4.733e-16,3.883e-38,,3.034e-50,2.625e-38,9.979e-8,1.017e-35,4.130e-40,,3.909e+1,4.001e-2,4.287e-39,
272.47,9.978e+2,3.489e-38,1.534e-37,5.772e-126,1.235e-38,2.305e-14,1.212e-29,4.044e-36,1.898e-50,2.020e-78,2.491e-26,5.025e-34,6.700e-64,1.245e-32,5.915e-36,1.591e-47,1.126e-31,4.851e-3,2.445e-49,,7.120e-44,4.869e-58,1.313e-4,2.819e-30,1.837e-48,1.951e-37,8.211e+0,1.007e-37,4.348e-2,7.542e-37,,1.416e+1,3.891e+2,5.569e+2,8.292e-16,3.912e-38,,3.038e-50,2.615e-38,2.438e-8,1.017e-35,4.136e-40,,2.922e+1,1.882e-1,4.301e-39,
272.49,9.207e+2,3.494e-38,3.869e-37,5.774e-126,1.233e-38,7.728e-14,4.700e-29,4.067e-36,1.892e-50,1.963e-78,8.028e-25,5.043e-34,6.714e-64,1.249e-32,5.930e-36,1.592e-47,1.129e-31,1.184e-2,2.446e-49,,7.122e-44,4.881e-58,2.772e-5,2.820e-30,1.817e-48,1.172e-35,1.333e+1,1.008e-37,9.904e-2,7.498e-37,,1.224e+1,2.885e+2,5.859e+2,4.693e-15,3.942e-38,,3.042e-50,2.605e-38,5.404e-9,1.018e-35,4.141e-40,,1.982e+1,8.033e-1,4.315e-39,
272.50,8.799e+2,3.496e-38,5.937e-37,5.775e-126,1.232e-38,1.365e-13,8.923e-29,4.078e-36,1.889e-50,1.935e-78,4.396e-24,5.052e-34,6.721e-64,1.252e-32,5.938e-36,1.593e-47,1.130e-31,1.805e-2,2.447e-49,,7.123e-44,4.888e-58,1.228e-5,2.820e-30,1.807e-48,8.766e-35,1.638e+1,1.009e-37,1.442e-1,7.475e-37,,1.098e+1,2.547e+2,5.804e+2,1.106e-14,3.957e-38,,3.045e-50,2.600e-38,2.453e-9,1.018e-35,4.144e-40,,1.574e+1,1.601e+0,4.322e-39,
272.52,7.926e+2,3.501e-38,1.309e-36,5.776e-126,1.231e-38,3.959e-13,2.992e-28,4.100e-36,1.884e-50,1.878e-78,1.226e-22,5.070e-34,6.734e-64,1.256e-32,5.953e-36,1.595e-47,1.133e-31,3.912e-2,2.448e-49,,7.126e-44,4.901e-58,2.241e-6,2.822e-30,1.788e-48,4.559e-33,2.299e+1,1.011e-37,2.840e-1,7.431e-37,,8.210e+0,2.123e+2,5.336e+2,5.725e-14,3.987e-38,,3.049e-50,2.590e-38,4.700e-10,1.018e-35,4.149e-40,,9.230e+0,5.910e+0,4.336e-39,
272.54,7.104e+2,3.505e-38,2.667e-36,5.778e-126,1.230e-38,1.043e-12,9.105e-28,4.123e-36,1.878e-50,1.821e-78,3.103e-21,5.088e-34,6.748e-64,1.260e-32,5.968e-36,1.597e-47,1.135e-31,7.705e-2,2.448e-49,,7.128e-44,4.913e-58,3.712e-7,2.823e-30,1.768e-48,2.154e-31,2.929e+1,1.012e-37,5.077e-1,7.386e-37,,5.584e+0,1.929e+2,4.574e+2,2.690e-13,4.017e-38,,3.053e-50,2.580e-38,8.171e-11,1.018e-35,4.155e-40,,4.912e+0,1.981e+1,4.350e-39,
272.55,6.820e+2,3.507e-38,3.714e-36,5.779e-126,1.229e-38,1.632e-12,1.532e-27,4.134e-36,1.875e-50,1.793e-78,1.506e-20,5.097e-34,6.755e-64,1.262e-32,5.976e-36,1.597e-47,1.137e-31,1.043e-1,2.449e-49,,7.130e-44,4.920e-58,1.456e-7,2.823e-30,1.758e-48,1.427e-30,3.189e+1,1.013e-37,6.547e-1,7.364e-37,,4.452e+0,1.881e+2,4.184e+2,5.624e-13,4.032e-38,,3.056e-50,2.575e-38,3.285e-11,1.019e-35,4.158e-40,,3.455e+0,3.498e+1,4.358e-39,
272.57,6.888e+2,3.512e-38,6.975e-36,5.781e-126,1.227e-38,3.720e-12,4.032e-27,4.156e-36,1.869e-50,1.736e-78,3.300e-19,5.115e-34,6.768e-64,1.267e-32,5.991e-36,1.599e-47,1.139e-31,1.776e-1,2.450e-49,,7.132e-44,4.932e-58,2.084e-8,2.824e-30,1.739e-48,5.835e-29,3.513e+1,1.014e-37,1.012e+0,7.319e-37,,2.677e+0,1.827e+2,3.642e+2,2.286e-12,4.062e-38,,3.060e-50,2.565e-38,4.936e-12,1.019e-35,4.163e-40,,1.590e+0,1.014e+2,4.372e-39,
272.59,8.627e+2,3.516e-38,1.296e-35,5.783e-126,1.226e-38,7.703e-12,9.633e-27,4.179e-36,1.864e-50,1.679e-78,6.565e-18,5.134e-34,6.782e-64,1.271e-32,6.006e-36,1.601e-47,1.142e-31,2.746e-1,2.451e-49,,7.135e-44,4.945e-58,2.707e-9,2.825e-30,1.719e-48,2.166e-27,3.513e+1,1.016e-37,1.421e+0,7.275e-37,,1.584e+0,1.769e+2,3.799e+2,8.436e-12,4.091e-38,,3.064e-50,2.555e-38,6.730e-13,1.019e-35,4.169e-40,,6.639e-1,2.669e+2,4.386e-39,
272.60,1.056e+3,3.519e-38,1.784e-35,5.784e-126,1.225e-38,1.070e-11,1.436e-26,4.190e-36,1.861e-50,1.650e-78,2.824e-17,5.143e-34,6.789e-64,1.273e-32,6.014e-36,1.602e-47,1.143e-31,3.293e-1,2.451e-49,,7.136e-44,4.951e-58,9.406e-10,2.826e-30,1.709e-48,1.273e-26,3.388e+1,1.016e-37,1.623e+0,7.252e-37,,1.278e+0,1.723e+2,4.289e+2,1.563e-11,4.106e-38,,3.067e-50,2.550e-38,2.396e-13,1.019e-35,4.172e-40,,4.137e-1,4.175e+2,4.393e-39,
272.62,1.779e+3,3.523e-38,3.502e-35,5.785e-126,1.224e-38,1.923e-11,2.967e-26,4.212e-36,1.855e-50,1.594e-78,4.861e-16,5.161e-34,6.802e-64,1.277e-32,6.029e-36,1.603e-47,1.146e-31,4.404e-1,2.452e-49,,7.138e-44,4.964e-58,1.056e-10,2.827e-30,1.689e-48,4.088e-25,2.929e+1,1.018e-37,1.970e+0,7.208e-37,,1.097e+0,1.581e+2,6.381e+2,4.988e-11,4.136e-38,,3.071e-50,2.540e-38,2.824e-14,1.020e-35,4.177e-40,,1.493e-1,9.503e+2,4.407e-39,
272.64,3.153e+3,3.528e-38,7.195e-35,5.787e-126,1.222e-38,3.154e-11,5.567e-26,4.235e-36,1.850e-50,1.537e-78,7.599e-15,5.179e-34,6.816e-64,1.282e-32,6.044e-36,1.605e-47,1.149e-31,5.345e-1,2.453e-49,,7.141e-44,4.977e-58,1.075e-11,2.828e-30,1.670e-48,1.193e-23,2.299e+1,1.019e-37,2.171e+0,7.163e-37,,1.454e+0,1.377e+2,1.024e+3,1.445e-10,4.166e-38,,3.075e-50,2.530e-38,3.020e-15,1.020e-35,4.183e-40,,4.892e-2,1.964e+3,4.421e-39,
272.65,4.161e+3,3.530e-38,1.039e-34,5.788e-126,1.222e-38,3.908e-11,7.352e-26,4.246e-36,1.847e-50,1.508e-78,2.898e-14,5.188e-34,6.823e-64,1.284e-32,6.052e-36,1.606e-47,1.150e-31,5.678e-1,2.454e-49,,7.142e-44,4.983e-58,3.309e-12,2.829e-30,1.660e-48,6.213e-23,1.964e+1,1.020e-37,2.197e+0,7.141e-37,,1.835e+0,1.261e+2,1.288e+3,2.372e-10,4.181e-38,,3.078e-50,2.525e-38,9.521e-16,1.020e-35,4.185e-40,,2.700e-2,2.722e+3,4.428e-39,
272.67,6.927e+3,3.534e-38,2.143e-34,5.790e-126,1.220e-38,5.648e-11,1.193e-25,4.268e-36,1.841e-50,1.451e-78,3.919e-13,5.206e-34,6.836e-64,1.288e-32,6.067e-36,1.607e-47,1.152e-31,5.960e-1,2.454e-49,,7.145e-44,4.996e-58,2.913e-13,2.830e-30,1.640e-48,1.568e-21,1.333e+1,1.021e-37,2.093e+0,7.096e-37,,3.041e+0,1.031e+2,1.940e+3,5.946e-10,4.211e-38,,3.082e-50,2.515e-38,8.800e-17,1.021e-35,4.191e-40,,7.648e-3,4.864e+3,4.442e-39,
272.69,1.068e+4,3.539e-38,4.223e-34,5.792e-126,1.219e-38,7.608e-11,1.757e-25,4.291e-36,1.836e-50,1.394e-78,4.813e-12,5.224e-34,6.850e-64,1.293e-32,6.083e-36,1.609e-47,1.155e-31,5.678e-1,2.455e-49,,7.147e-44,5.008e-58,2.327e-14,2.831e-30,1.621e-48,3.596e-20,8.211e+0,1.023e-37,1.810e+0,7.051e-37,,4.926e+0,8.486e+1,2.688e+3,1.353e-9,4.241e-38,,3.086e-50,2.505e-38,7.380e-18,1.021e-35,4.196e-40,,1.966e-3,7.891e+3,4.456e-39,
272.70,1.284e+4,3.541e-38,5.781e-34,5.793e-126,1.218e-38,8.652e-11,2.056e-25,4.302e-36,1.833e-50,1.366e-78,1.627e-11,5.233e-34,6.857e-64,1.295e-32,6.090e-36,1.610e-47,1.156e-31,5.345e-1,2.456e-49,,7.148e-44,5.015e-58,6.342e-15,2.832e-30,1.611e-48,1.661e-19,6.214e+0,1.023e-37,1.623e+0,7.029e-37,,6.168e+0,7.901e+1,3.058e+3,1.968e-9,4.256e-38,,3.088e-50,2.500e-38,2.061e-18,1.021e-35,4.199e-40,,9.611e-4,9.693e+3,4.464e-39,
272.72,1.738e+4,3.546e-38,1.020e-33,5.795e-126,1.217e-38,1.092e-10,2.619e-25,4.324e-36,1.827e-50,1.309e-78,1.729e-10,5.251e-34,6.870e-64,1.299e-32,6.105e-36,1.612e-47,1.159e-31,4.404e-1,2.457e-49,,7.151e-44,5.027e-58,4.379e-16,2.833e-30,1.591e-48,3.294e-18,3.310e+0,1.025e-37,1.214e+0,6.984e-37,,9.362e+0,7.538e+1,3.689e+3,3.873e-9,4.285e-38,,3.093e-50,2.490e-38,1.494e-19,1.022e-35,4.205e-40,,2.136e-4,1.360e+4,4.478e-39,
272.74,2.147e+4,3.550e-38,1.649e-33,5.796e-126,1.215e-38,1.371e-10,3.028e-25,4.347e-36,1.822e-50,1.252e-78,1.668e-9,5.269e-34,6.884e-64,1.303e-32,6.121e-36,1.613e-47,1.162e-31,3.293e-1,2.458e-49,,7.153e-44,5.040e-58,2.743e-17,2.834e-30,1.572e-48,5.936e-17,1.600e+0,1.026e-37,8.241e-1,6.940e-37,,1.364e+1,8.255e+1,4.047e+3,6.919e-9,4.315e-38,,3.097e-50,2.480e-38,9.824e-21,1.022e-35,4.210e-40,,4.313e-5,1.732e+4,4.492e-39,
272.75,2.305e+4,3.552e-38,2.025e-33,5.797e-126,1.215e-38,1.545e-10,3.140e-25,4.358e-36,1.819e-50,1.224e-78,4.999e-9,5.278e-34,6.891e-64,1.306e-32,6.128e-36,1.614e-47,1.163e-31,2.746e-1,2.458e-49,,7.155e-44,5.046e-58,6.620e-18,2.834e-30,1.562e-48,2.430e-16,1.073e+0,1.027e-37,6.547e-1,6.918e-37,,1.623e+1,8.958e+1,4.090e+3,8.918e-9,4.330e-38,,3.099e-50,2.474e-38,2.429e-21,1.022e-35,4.213e-40,,1.880e-5,1.885e+4,4.499e-39,
272.77,2.479e+4,3.557e-38,2.849e-33,5.799e-126,1.213e-38,1.997e-10,3.140e-25,4.381e-36,1.813e-50,1.167e-78,4.174e-8,5.296e-34,6.904e-64,1.310e-32,6.143e-36,1.616e-47,1.166e-31,1.776e-1,2.459e-49,,7.157e-44,5.059e-58,3.585e-19,2.835e-30,1.542e-48,3.789e-15,4.486e-1,1.028e-37,3.843e-1,6.873e-37,,2.224e+1,1.083e+2,3.889e+3,1.378e-8,4.360e-38,,3.104e-50,2.464e-38,1.381e-22,1.022e-35,4.219e-40,,4.199e-6,2.077e+4,4.513e-39,
272.78,2.483e+4,3.559e-38,3.261e-33,5.800e-126,1.213e-38,2.285e-10,3.028e-25,4.392e-36,1.811e-50,1.138e-78,1.163e-7,5.305e-34,6.911e-64,1.312e-32,6.151e-36,1.617e-47,1.167e-31,1.378e-1,2.460e-49,,7.158e-44,5.066e-58,8.043e-20,2.836e-30,1.532e-48,1.443e-14,2.797e-1,1.029e-37,2.840e-1,6.851e-37,,2.558e+1,1.188e+2,3.660e+3,1.652e-8,4.375e-38,,3.106e-50,2.459e-38,3.175e-23,1.023e-35,4.221e-40,,3.592e-6,2.102e+4,4.520e-39,
272.80,2.322e+4,3.564e-38,3.977e-33,5.802e-126,1.211e-38,2.985e-10,2.619e-25,4.414e-36,1.805e-50,1.081e-78,8.404e-7,5.323e-34,6.925e-64,1.316e-32,6.166e-36,1.618e-47,1.169e-31,7.705e-2,2.460e-49,,7.161e-44,5.078e-58,3.764e-21,2.837e-30,1.513e-48,1.947e-13,1.011e-1,1.031e-37,1.442e-1,6.806e-37,,3.244e+1,1.397e+2,3.022e+3,2.208e-8,4.405e-38,,3.110e-50,2.449e-38,1.560e-24,1.023e-35,4.227e-40,,1.256e-5,2.003e+4,4.534e-39,
272.82,1.979e+4,3.568e-38,4.409e-33,5.804e-126,1.210e-38,3.797e-10,2.056e-25,4.437e-36,1.799e-50,1.024e-78,5.514e-6,5.341e-34,6.938e-64,1.321e-32,6.181e-36,1.620e-47,1.172e-31,3.912e-2,2.461e-49,,7.163e-44,5.091e-58,1.599e-22,2.838e-30,1.493e-48,2.386e-12,3.317e-2,1.032e-37,6.642e-2,6.761e-37,,3.859e+1,1.566e+2,2.277e+3,2.680e-8,4.435e-38,,3.115e-50,2.439e-38,6.956e-26,1.023e-35,4.232e-40,,6.077e-5,1.732e+4,4.548e-39,
