Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
319.59,1.027e+0,1.027e+0,1.067e-15
319.61,5.933e-1,5.933e-1,1.031e-15
319.64,2.762e-1,2.762e-1,9.766e-16
319.66,2.092e-1,2.092e-1,9.403e-16
319.69,2.830e-1,2.830e-1,8.860e-16
319.71,4.745e-1,4.745e-1,8.498e-16
319.73,8.430e-1,8.430e-1,8.135e-16
319.76,1.961e+0,1.961e+0,7.592e-16
319.78,3.331e+0,3.331e+0,7.230e-16
319.81,6.964e+0,6.964e+0,6.686e-16
319.83,1.095e+1,1.095e+1,6.324e-16
319.86,2.037e+1,2.037e+1,5.781e-16
319.88,2.963e+1,2.963e+1,5.419e-16
319.91,4.903e+1,4.903e+1,4.875e-16
319.93,6.597e+1,6.597e+1,4.513e-16
319.96,9.708e+1,9.708e+1,3.969e-16
319.98,1.208e+2,1.208e+2,3.607e-16
320.01,1.581e+2,1.581e+2,3.064e-16
320.03,1.820e+2,1.820e+2,1.403e-15
320.05,2.030e+2,2.030e+2,6.231e-15
320.08,2.256e+2,2.256e+2,5.500e-14
320.1,2.328e+2,2.328e+2,2.260e-13
320.13,2.300e+2,2.300e+2,1.776e-12
320.15,2.195e+2,2.195e+2,6.750e-12
320.18,1.930e+2,1.930e+2,4.720e-11
320.2,1.703e+2,1.703e+2,1.660e-10
320.23,1.332e+2,1.332e+2,1.033e-9
320.25,1.087e+2,1.087e+2,3.364e-9
320.28,7.562e+1,7.562e+1,1.864e-8
320.3,5.709e+1,5.709e+1,5.612e-8
320.33,3.532e+1,3.532e+1,2.767e-7
320.35,2.467e+1,2.467e+1,7.712e-7
320.37,1.669e+1,1.669e+1,2.083e-6
320.4,8.767e+0,8.767e+0,8.728e-6
320.42,5.488e+0,5.488e+0,2.182e-5
320.45,2.564e+0,2.564e+0,8.135e-5
320.47,1.484e+0,1.484e+0,1.881e-4
320.5,6.173e-1,6.167e-1,6.244e-4
320.52,3.316e-1,3.302e-1,1.336e-3
320.55,1.260e-1,1.220e-1,3.947e-3
320.57,6.827e-2,6.045e-2,7.817e-3
320.6,4.046e-2,1.991e-2,2.055e-2
320.62,4.687e-2,9.211e-3,3.766e-2
320.65,9.128e-2,3.161e-3,8.812e-2
320.67,1.519e-1,2.454e-3,1.494e-1
320.69,2.494e-1,3.878e-3,2.456e-1
320.72,5.016e-1,1.342e-2,4.882e-1
320.74,7.742e-1,3.174e-2,7.424e-1
320.77,1.424e+0,1.100e-1,1.314e+0
320.79,2.091e+0,2.424e-1,1.849e+0
320.82,3.660e+0,7.486e-1,2.911e+0
320.84,5.318e+0,1.527e+0,3.791e+0
320.87,9.513e+0,4.199e+0,5.314e+0
320.89,1.433e+1,7.928e+0,6.403e+0
320.92,2.739e+1,1.940e+1,7.988e+0
320.94,4.281e+1,3.390e+1,8.906e+0
320.97,8.376e+1,7.387e+1,9.890e+0
320.99,1.296e+2,1.194e+2,1.020e+1
321.01,1.974e+2,1.872e+2,1.020e+1
321.04,3.563e+2,3.467e+2,9.625e+0
321.06,5.118e+2,5.029e+2,8.906e+0
321.09,8.366e+2,8.291e+2,7.478e+0
321.11,1.119e+3,1.113e+3,6.403e+0
321.14,1.638e+3,1.633e+3,4.785e+0
321.16,2.033e+3,2.029e+3,3.791e+0
321.19,2.654e+3,2.651e+3,2.522e+0
321.21,3.050e+3,3.048e+3,1.849e+0
321.24,3.547e+3,3.546e+3,1.095e+0
321.26,3.773e+3,3.772e+3,7.424e-1
321.29,3.907e+3,3.906e+3,3.913e-1
321.31,3.846e+3,3.846e+3,2.456e-1
321.33,3.672e+3,3.671e+3,1.494e-1
321.36,3.231e+3,3.231e+3,6.689e-2
321.38,2.854e+3,2.854e+3,3.766e-2
321.41,2.236e+3,2.236e+3,1.501e-2
321.43,1.828e+3,1.828e+3,7.817e-3
321.46,1.275e+3,1.275e+3,2.772e-3
321.48,9.644e+2,9.644e+2,1.336e-3
321.51,5.988e+2,5.988e+2,4.219e-4
321.53,4.192e+2,4.192e+2,1.881e-4
321.56,2.317e+2,2.317e+2,5.287e-5
321.58,1.501e+2,1.501e+2,2.182e-5
321.61,7.387e+1,7.387e+1,5.456e-6
321.63,4.429e+1,4.429e+1,2.083e-6
321.65,2.575e+1,2.575e+1,7.712e-7
321.68,1.077e+1,1.077e+1,1.639e-7
321.7,5.792e+0,5.792e+0,5.612e-8
321.73,2.156e+0,2.156e+0,1.061e-8
321.75,1.073e+0,1.073e+0,3.364e-9
321.78,3.558e-1,3.558e-1,5.662e-10
321.8,1.639e-1,1.639e-1,1.660e-10
321.83,4.836e-2,4.836e-2,2.488e-11
321.85,2.062e-2,2.062e-2,6.750e-12
321.88,5.415e-3,5.415e-3,9.001e-13
321.9,2.137e-3,2.137e-3,2.260e-13
321.93,4.997e-4,4.997e-4,2.682e-14
321.95,1.825e-4,1.825e-4,6.231e-15
321.97,6.476e-5,6.476e-5,1.403e-15
322,1.380e-5,1.380e-5,1.477e-15
322.02,7.106e-6,7.106e-6,1.525e-15
322.05,1.518e-5,1.518e-5,1.599e-15
322.07,4.101e-5,4.101e-5,1.648e-15
322.1,1.851e-4,1.851e-4,1.721e-15
322.12,4.923e-4,4.923e-4,1.770e-15
322.15,2.043e-3,2.043e-3,1.843e-15
322.17,5.122e-3,5.122e-3,1.892e-15
322.2,1.945e-2,1.945e-2,1.965e-15
322.22,4.594e-2,4.594e-2,2.014e-15
322.25,1.593e-1,1.593e-1,2.087e-15
322.27,3.540e-1,3.540e-1,2.136e-15
322.29,7.666e-1,7.666e-1,2.185e-15
322.32,2.328e+0,2.328e+0,2.258e-15
322.34,4.725e+0,4.725e+0,2.307e-15
322.37,1.299e+1,1.299e+1,2.381e-15
322.39,2.462e+1,2.462e+1,2.429e-15
322.42,6.100e+1,6.100e+1,2.503e-15
322.44,1.078e+2,1.078e+2,2.552e-15
322.47,2.400e+2,2.400e+2,2.625e-15
322.49,3.946e+2,3.946e+2,2.674e-15
322.52,7.874e+2,7.874e+2,2.747e-15
322.54,1.203e+3,1.203e+3,2.796e-15
322.57,2.148e+3,2.148e+3,2.869e-15
322.59,3.045e+3,3.045e+3,2.918e-15
322.61,4.189e+3,4.189e+3,2.967e-15
322.64,6.390e+3,6.390e+3,3.040e-15
322.66,8.154e+3,8.154e+3,3.089e-15
322.69,1.111e+4,1.111e+4,3.162e-15
322.71,1.315e+4,1.315e+4,3.211e-15
322.74,1.602e+4,1.602e+4,3.284e-15
322.76,1.761e+4,1.761e+4,3.333e-15
322.79,1.924e+4,1.924e+4,3.407e-15
322.81,1.972e+4,1.972e+4,3.455e-15
322.84,1.948e+4,1.948e+4,3.529e-15
322.86,1.876e+4,1.876e+4,3.578e-15
322.89,1.711e+4,1.711e+4,3.651e-15
322.91,1.580e+4,1.580e+4,3.700e-15
322.93,1.448e+4,1.448e+4,3.749e-15
322.96,1.266e+4,1.266e+4,3.822e-15
322.98,1.164e+4,1.164e+4,3.871e-15
323.01,1.041e+4,1.041e+4,3.944e-15
323.03,9.745e+3,9.745e+3,3.993e-15
323.06,8.852e+3,8.852e+3,4.066e-15
323.08,8.252e+3,8.252e+3,4.115e-15
323.11,7.259e+3,7.259e+3,4.188e-15
323.13,6.518e+3,6.518e+3,4.237e-15
323.16,5.319e+3,5.319e+3,4.311e-15
323.18,4.501e+3,4.501e+3,4.359e-15
323.2,3.708e+3,3.708e+3,4.408e-15
323.23,2.629e+3,2.629e+3,4.482e-15
323.25,2.016e+3,2.016e+3,4.530e-15
323.28,1.280e+3,1.280e+3,4.604e-15
323.3,9.110e+2,9.110e+2,4.653e-15
323.33,5.168e+2,5.168e+2,4.726e-15
323.35,3.410e+2,3.410e+2,4.775e-15
323.38,1.726e+2,1.726e+2,4.848e-15
323.4,1.056e+2,1.056e+2,4.897e-15
323.43,4.780e+1,4.780e+1,4.970e-15
323.45,2.727e+1,2.727e+1,5.019e-15
323.48,1.156e+1,1.156e+1,5.092e-15
323.5,6.952e+0,6.952e+0,5.141e-15
323.52,5.080e+0,5.080e+0,5.190e-15
323.55,5.752e+0,5.752e+0,5.263e-15
323.57,8.209e+0,8.209e+0,5.312e-15
323.6,1.543e+1,1.543e+1,5.385e-15
323.62,2.340e+1,2.340e+1,5.434e-15
323.65,4.213e+1,4.213e+1,5.508e-15
323.67,6.078e+1,6.078e+1,5.556e-15
323.7,1.017e+2,1.017e+2,5.630e-15
323.72,1.403e+2,1.403e+2,5.679e-15
323.75,2.213e+2,2.213e+2,5.752e-15
323.77,2.951e+2,2.951e+2,5.801e-15
323.8,4.437e+2,4.437e+2,5.874e-15
323.82,5.734e+2,5.734e+2,5.923e-15
323.84,7.308e+2,7.308e+2,5.972e-15
323.87,1.022e+3,1.022e+3,6.045e-15
323.89,1.251e+3,1.251e+3,6.094e-15
323.92,1.633e+3,1.633e+3,6.167e-15
323.94,1.899e+3,1.899e+3,6.216e-15
323.97,2.280e+3,2.280e+3,6.289e-15
323.99,2.501e+3,2.501e+3,6.338e-15
324.02,2.747e+3,2.747e+3,6.412e-15
324.04,2.843e+3,2.843e+3,6.460e-15
324.07,2.889e+3,2.889e+3,6.534e-15
324.09,2.872e+3,2.872e+3,6.583e-15
324.12,2.832e+3,2.832e+3,6.656e-15
324.14,2.840e+3,2.840e+3,6.705e-15
324.16,2.914e+3,2.914e+3,6.754e-15
324.19,3.209e+3,3.209e+3,6.827e-15
324.21,3.553e+3,3.553e+3,6.876e-15
324.24,4.289e+3,4.289e+3,6.949e-15
324.26,4.895e+3,4.895e+3,6.998e-15
324.29,5.877e+3,5.877e+3,7.071e-15
324.31,6.501e+3,6.501e+3,7.120e-15
324.34,7.244e+3,7.244e+3,7.193e-15
324.36,7.535e+3,7.535e+3,7.242e-15
324.39,7.583e+3,7.583e+3,7.315e-15
324.41,7.343e+3,7.343e+3,7.364e-15
324.44,6.616e+3,6.616e+3,7.438e-15
324.46,5.945e+3,5.945e+3,7.486e-15
324.48,5.183e+3,5.183e+3,7.535e-15
324.51,3.986e+3,3.986e+3,7.609e-15
324.53,3.222e+3,3.222e+3,7.657e-15
324.56,2.211e+3,2.211e+3,7.731e-15
324.58,1.656e+3,1.656e+3,7.780e-15
324.61,1.015e+3,1.015e+3,7.853e-15
324.63,7.051e+2,7.051e+2,7.902e-15
324.66,3.872e+2,3.872e+2,7.975e-15
324.68,2.517e+2,2.517e+2,8.024e-15
324.71,1.295e+2,1.295e+2,8.097e-15
324.73,8.597e+1,8.597e+1,8.146e-15
324.76,5.829e+1,5.829e+1,8.219e-15
324.78,5.793e+1,5.793e+1,8.268e-15
324.8,6.910e+1,6.910e+1,8.317e-15
324.83,1.061e+2,1.061e+2,8.390e-15
324.85,1.449e+2,1.449e+2,8.439e-15
324.88,2.272e+2,2.272e+2,8.513e-15
324.9,3.000e+2,3.000e+2,8.561e-15
324.93,4.377e+2,4.377e+2,8.635e-15
324.95,5.484e+2,5.484e+2,8.684e-15
324.98,7.393e+2,7.393e+2,8.757e-15
325,8.793e+2,8.793e+2,8.806e-15
325.03,1.099e+3,1.099e+3,8.879e-15
325.05,1.247e+3,1.247e+3,8.928e-15
325.08,1.461e+3,1.461e+3,9.001e-15
325.1,1.595e+3,1.595e+3,9.050e-15
325.12,1.718e+3,1.718e+3,9.099e-15
325.15,1.883e+3,1.883e+3,9.172e-15
325.17,1.977e+3,1.977e+3,9.221e-15
325.2,2.090e+3,2.090e+3,9.294e-15
325.22,2.143e+3,2.143e+3,9.343e-15
325.25,2.187e+3,2.187e+3,9.416e-15
325.27,2.193e+3,2.193e+3,9.465e-15
325.3,2.177e+3,2.177e+3,9.539e-15
325.32,2.167e+3,2.167e+3,9.587e-15
325.35,2.191e+3,2.191e+3,9.661e-15
325.37,2.267e+3,2.267e+3,9.710e-15
325.4,2.523e+3,2.523e+3,9.783e-15
325.42,2.817e+3,2.817e+3,9.832e-15
325.44,3.221e+3,3.221e+3,9.881e-15
325.47,4.022e+3,4.022e+3,9.954e-15
325.49,4.660e+3,4.660e+3,1.000e-14
325.52,5.684e+3,5.684e+3,1.008e-14
325.54,6.347e+3,6.347e+3,1.012e-14
325.57,7.198e+3,7.198e+3,1.020e-14
325.59,7.614e+3,7.614e+3,1.025e-14
325.62,7.962e+3,7.962e+3,1.032e-14
325.64,8.011e+3,8.011e+3,1.037e-14
325.67,7.863e+3,7.863e+3,1.044e-14
325.69,7.668e+3,7.668e+3,1.049e-14
325.72,7.328e+3,7.328e+3,1.056e-14
325.74,7.117e+3,7.117e+3,1.061e-14
325.76,6.941e+3,6.941e+3,1.066e-14
325.79,6.760e+3,6.760e+3,1.074e-14
325.81,6.684e+3,6.684e+3,1.078e-14
325.84,6.603e+3,6.603e+3,1.086e-14
325.86,6.548e+3,6.548e+3,1.091e-14
325.89,6.430e+3,6.430e+3,1.098e-14
325.91,6.315e+3,6.315e+3,1.103e-14
325.94,6.073e+3,6.073e+3,1.110e-14
325.96,5.860e+3,5.860e+3,1.115e-14
325.99,5.457e+3,5.457e+3,1.122e-14
326.01,5.131e+3,5.131e+3,1.127e-14
326.04,4.557e+3,4.557e+3,1.135e-14
326.06,4.126e+3,4.126e+3,1.140e-14
326.08,3.668e+3,3.668e+3,1.144e-14
326.11,2.966e+3,2.966e+3,1.152e-14
326.13,2.514e+3,2.514e+3,1.157e-14
326.16,1.907e+3,1.907e+3,1.164e-14
326.18,1.577e+3,1.577e+3,1.169e-14
326.21,1.225e+3,1.225e+3,1.176e-14
326.23,1.100e+3,1.100e+3,1.181e-14
326.26,1.084e+3,1.084e+3,1.188e-14
326.28,1.187e+3,1.187e+3,1.193e-14
326.31,1.490e+3,1.490e+3,1.201e-14
326.33,1.772e+3,1.772e+3,1.205e-14
326.36,2.267e+3,2.267e+3,1.213e-14
326.38,2.609e+3,2.609e+3,1.218e-14
326.4,2.928e+3,2.928e+3,1.223e-14
326.43,3.309e+3,3.309e+3,1.230e-14
326.45,3.465e+3,3.465e+3,1.235e-14
326.48,3.522e+3,3.522e+3,1.242e-14
326.5,3.440e+3,3.440e+3,1.247e-14
326.53,3.165e+3,3.165e+3,1.254e-14
326.55,2.911e+3,2.911e+3,1.259e-14
326.58,2.487e+3,2.487e+3,1.267e-14
326.6,2.214e+3,2.214e+3,1.271e-14
326.63,1.874e+3,1.874e+3,1.279e-14
326.65,1.712e+3,1.712e+3,1.284e-14
326.68,1.575e+3,1.575e+3,1.291e-14
326.7,1.548e+3,1.548e+3,1.296e-14
326.72,1.560e+3,1.560e+3,1.301e-14
326.75,1.620e+3,1.620e+3,1.308e-14
326.77,1.668e+3,1.668e+3,1.313e-14
326.8,1.724e+3,1.724e+3,1.320e-14
326.82,1.738e+3,1.738e+3,1.325e-14
326.85,1.717e+3,1.717e+3,1.333e-14
326.87,1.676e+3,1.676e+3,1.337e-14
326.9,1.584e+3,1.584e+3,1.345e-14
326.92,1.509e+3,1.509e+3,1.350e-14
326.95,1.386e+3,1.386e+3,1.357e-14
326.97,1.302e+3,1.302e+3,1.362e-14
327,1.176e+3,1.176e+3,1.369e-14
327.02,1.094e+3,1.094e+3,1.374e-14
327.04,1.015e+3,1.015e+3,1.379e-14
327.07,9.022e+2,9.022e+2,1.386e-14
327.09,8.340e+2,8.340e+2,1.391e-14
327.12,7.473e+2,7.473e+2,1.398e-14
327.14,7.030e+2,7.030e+2,1.403e-14
327.17,6.596e+2,6.596e+2,1.411e-14
327.19,6.453e+2,6.453e+2,1.416e-14
327.22,6.403e+2,6.403e+2,1.423e-14
327.24,6.422e+2,6.422e+2,1.428e-14
327.27,6.421e+2,6.421e+2,1.435e-14
327.29,6.338e+2,6.338e+2,1.440e-14
327.32,6.018e+2,6.018e+2,1.447e-14
327.34,5.661e+2,5.661e+2,1.452e-14
327.36,5.196e+2,5.196e+2,1.457e-14
327.39,4.349e+2,4.349e+2,1.464e-14
327.41,3.733e+2,3.733e+2,1.469e-14
327.44,2.818e+2,2.818e+2,1.477e-14
327.46,2.260e+2,2.260e+2,1.482e-14
327.49,1.553e+2,1.553e+2,1.489e-14
327.51,1.187e+2,1.187e+2,1.494e-14
327.54,8.013e+1,8.013e+1,1.501e-14
327.56,6.494e+1,6.494e+1,1.506e-14
327.59,5.619e+1,5.619e+1,1.513e-14
327.61,5.851e+1,5.851e+1,1.518e-14
327.64,7.192e+1,7.192e+1,1.526e-14
327.66,8.603e+1,8.603e+1,1.530e-14
327.68,1.029e+2,1.029e+2,1.535e-14
327.71,1.308e+2,1.308e+2,1.543e-14
327.73,1.489e+2,1.489e+2,1.548e-14
327.76,1.717e+2,1.717e+2,1.555e-14
327.78,1.821e+2,1.821e+2,1.560e-14
327.81,1.882e+2,1.882e+2,1.567e-14
327.83,1.854e+2,1.854e+2,1.572e-14
327.86,1.714e+2,1.714e+2,1.579e-14
327.88,1.568e+2,1.568e+2,1.584e-14
327.91,1.297e+2,1.297e+2,1.591e-14
327.93,1.101e+2,1.101e+2,1.596e-14
327.96,8.143e+1,8.143e+1,1.604e-14
327.98,6.417e+1,6.417e+1,1.609e-14
328,4.908e+1,4.908e+1,1.613e-14
328.03,3.105e+1,3.105e+1,1.621e-14
328.05,2.205e+1,2.205e+1,1.626e-14
328.08,1.247e+1,1.247e+1,1.633e-14
328.1,8.221e+0,8.221e+0,1.638e-14
328.13,4.160e+0,4.160e+0,1.645e-14
328.15,2.545e+0,2.545e+0,1.650e-14
328.18,1.152e+0,1.152e+0,1.657e-14
328.2,6.541e-1,6.541e-1,1.662e-14
328.23,2.647e-1,2.647e-1,1.670e-14
328.25,1.395e-1,1.395e-1,1.675e-14
328.28,5.051e-2,5.051e-2,1.682e-14
328.3,2.472e-2,2.472e-2,1.687e-14
328.32,1.174e-2,1.174e-2,1.692e-14
328.35,3.634e-3,3.634e-3,1.699e-14
328.37,1.602e-3,1.602e-3,1.704e-14
328.4,4.436e-4,4.436e-4,1.711e-14
328.42,1.816e-4,1.816e-4,1.716e-14
328.45,4.496e-5,4.496e-5,1.723e-14
328.47,1.708e-5,1.708e-5,1.728e-14
328.5,3.782e-6,3.782e-6,1.736e-14
328.52,1.334e-6,1.334e-6,1.741e-14
328.55,2.642e-7,2.642e-7,1.748e-14
328.57,8.647e-8,8.647e-8,1.753e-14
328.59,2.748e-8,2.748e-8,1.758e-14
328.62,4.654e-9,4.654e-9,1.765e-14
328.64,1.373e-9,1.373e-9,1.770e-14
328.67,2.079e-10,2.079e-10,1.777e-14
328.69,5.693e-11,5.693e-11,1.782e-14
328.72,7.713e-12,7.713e-12,1.789e-14
328.74,1.960e-12,1.960e-12,1.794e-14
328.77,2.375e-13,2.375e-13,1.802e-14
328.79,5.603e-14,5.603e-14,1.806e-14
328.82,7.435e-14,7.435e-14,1.814e-14
328.84,3.189e-13,3.189e-13,1.819e-14
328.87,2.681e-12,2.681e-12,1.826e-14
328.89,1.068e-11,1.068e-11,1.831e-14
328.91,4.134e-11,4.134e-11,1.836e-14
328.94,2.978e-10,2.978e-10,1.843e-14
328.96,1.071e-9,1.071e-9,1.848e-14
328.99,6.907e-9,6.907e-9,1.855e-14
329.01,2.307e-8,2.307e-8,1.860e-14
329.04,1.333e-7,1.333e-7,1.868e-14
329.06,4.137e-7,4.137e-7,1.872e-14
329.09,2.140e-6,2.140e-6,1.880e-14
329.11,6.171e-6,6.171e-6,1.885e-14
329.14,2.860e-5,2.860e-5,1.892e-14
329.16,7.661e-5,7.661e-5,1.897e-14
329.19,3.179e-4,3.179e-4,1.904e-14
329.21,7.913e-4,7.913e-4,1.909e-14
329.23,1.912e-3,1.912e-3,1.914e-14
329.26,6.800e-3,6.800e-3,1.921e-14
329.28,1.527e-2,1.527e-2,1.926e-14
329.31,4.862e-2,4.862e-2,1.934e-14
329.33,1.014e-1,1.014e-1,1.938e-14
329.36,2.893e-1,2.893e-1,1.946e-14
329.38,5.608e-1,5.608e-1,1.951e-14
329.41,1.432e+0,1.432e+0,1.958e-14
329.43,2.579e+0,2.579e+0,1.963e-14
329.46,5.900e+0,5.900e+0,1.970e-14
329.48,9.872e+0,9.872e+0,1.975e-14
329.51,2.022e+1,2.022e+1,1.982e-14
329.53,3.144e+1,3.144e+1,1.987e-14
329.55,4.746e+1,4.746e+1,1.992e-14
329.58,8.329e+1,8.329e+1,1.999e-14
329.6,1.168e+2,1.168e+2,2.004e-14
329.63,1.836e+2,1.836e+2,2.012e-14
329.65,2.393e+2,2.393e+2,2.017e-14
329.68,3.369e+2,3.369e+2,2.024e-14
329.7,4.078e+2,4.078e+2,2.029e-14
329.73,5.141e+2,5.141e+2,2.036e-14
329.75,5.783e+2,5.783e+2,2.041e-14
329.78,6.530e+2,6.530e+2,2.048e-14
329.8,6.824e+2,6.824e+2,8.712e-14
329.83,6.900e+2,6.900e+2,7.234e-13
329.85,6.701e+2,6.701e+2,2.860e-12
329.87,6.319e+2,6.319e+2,1.098e-11
329.9,5.478e+2,5.478e+2,7.820e-11
329.92,4.804e+2,4.804e+2,2.791e-10
329.95,3.744e+2,3.744e+2,1.781e-9
329.97,3.068e+2,3.068e+2,5.908e-9
330,2.191e+2,2.191e+2,3.379e-8
330.02,1.729e+2,1.729e+2,1.042e-7
330.05,1.255e+2,1.255e+2,5.339e-7
330.07,1.089e+2,1.089e+2,1.530e-6
330.1,1.062e+2,1.062e+2,7.028e-6
330.12,1.185e+2,1.185e+2,1.872e-5
330.15,1.557e+2,1.557e+2,7.704e-5
330.17,1.912e+2,1.912e+2,1.908e-4
330.19,2.333e+2,2.333e+2,4.587e-4
330.22,3.031e+2,3.031e+2,1.619e-3
330.24,3.498e+2,3.498e+2,3.619e-3
330.27,4.119e+2,4.119e+2,1.145e-2
330.29,4.432e+2,4.432e+2,2.378e-2
330.32,4.688e+2,4.687e+2,6.741e-2
330.34,4.697e+2,4.695e+2,1.302e-1
330.37,4.471e+2,4.468e+2,3.306e-1
330.39,4.187e+2,4.181e+2,5.935e-1
330.42,3.632e+2,3.618e+2,1.351e+0
330.44,3.229e+2,3.207e+2,2.254e+0
330.47,2.668e+2,2.622e+2,4.597e+0
330.49,2.369e+2,2.298e+2,7.129e+0
330.51,2.157e+2,2.050e+2,1.074e+1
330.54,2.029e+2,1.841e+2,1.878e+1
330.56,2.070e+2,1.807e+2,2.629e+1
330.59,2.295e+2,1.883e+2,4.122e+1
330.61,2.525e+2,1.989e+2,5.363e+1
330.64,2.925e+2,2.171e+2,7.535e+1
330.66,3.185e+2,2.274e+2,9.113e+1
330.69,3.498e+2,2.351e+2,1.147e+2
330.71,3.623e+2,2.334e+2,1.290e+2
330.74,3.652e+2,2.197e+2,1.455e+2
330.76,3.558e+2,2.038e+2,1.520e+2
330.79,3.263e+2,1.726e+2,1.537e+2
330.81,2.983e+2,1.491e+2,1.493e+2
330.83,2.658e+2,1.250e+2,1.408e+2
330.86,2.130e+2,9.092e+1,1.221e+2
330.88,1.779e+2,7.090e+1,1.070e+2
330.91,1.294e+2,4.621e+1,8.317e+1
330.93,1.013e+2,3.349e+1,6.777e+1
330.96,6.675e+1,1.956e+1,4.719e+1
330.98,4.892e+1,1.318e+1,3.574e+1
331.01,2.920e+1,6.898e+0,2.230e+1
331.03,2.002e+1,4.319e+0,1.570e+1
331.06,1.081e+1,2.026e+0,8.781e+0
331.08,6.925e+0,1.179e+0,5.746e+0
331.11,3.375e+0,4.955e-1,2.879e+0
331.13,2.019e+0,2.680e-1,1.751e+0
331.15,1.175e+0,1.408e-1,1.034e+0
331.18,4.953e-1,5.075e-2,4.446e-1
331.2,2.689e-1,2.478e-2,2.441e-1
331.23,1.020e-1,8.003e-3,9.402e-2
331.25,5.161e-2,3.632e-3,4.798e-2
331.28,1.761e-2,1.051e-3,1.656e-2
331.3,8.299e-3,4.434e-4,7.855e-3
331.33,2.544e-3,1.150e-4,2.429e-3
331.35,1.116e-3,4.508e-5,1.071e-3
331.38,3.074e-4,1.048e-5,2.969e-4
331.4,1.255e-4,3.818e-6,1.217e-4
331.43,3.101e-5,7.949e-7,3.022e-5
331.45,1.178e-5,2.692e-7,1.151e-5
331.47,4.347e-6,8.856e-8,4.259e-6
331.5,9.230e-7,1.582e-8,9.072e-7
331.52,3.168e-7,4.835e-9,3.120e-7
331.55,6.032e-8,7.738e-10,5.955e-8
331.57,1.925e-8,2.199e-10,1.903e-8
331.6,3.287e-9,3.153e-11,3.256e-9
331.62,9.756e-10,8.327e-12,9.673e-10
331.65,1.493e-10,1.070e-12,1.483e-10
331.67,4.121e-11,2.627e-13,4.094e-11
331.7,5.655e-12,3.024e-14,5.625e-12
331.72,1.444e-12,3.015e-14,1.444e-12
331.75,1.777e-13,3.002e-14,1.777e-13
331.77,4.240e-14,2.992e-14,4.240e-14
332.07,1.174e-13,2.856e-14,1.174e-13
332.09,4.965e-13,2.847e-14,4.965e-13
332.11,2.040e-12,2.838e-14,2.040e-12
332.14,1.611e-11,2.824e-14,1.611e-11
332.16,6.158e-11,2.815e-14,6.158e-11
332.19,4.363e-10,2.802e-14,4.363e-10
332.21,1.552e-9,2.793e-14,1.552e-9
332.24,9.868e-9,2.779e-14,9.868e-9
332.26,3.266e-8,2.770e-14,3.266e-8
332.29,1.864e-7,2.756e-14,1.864e-7
332.31,5.740e-7,2.747e-14,5.740e-7
332.34,2.940e-6,2.734e-14,2.940e-6
332.36,8.424e-6,2.725e-14,8.424e-6
332.39,3.871e-5,2.711e-14,3.871e-5
332.41,1.032e-4,2.702e-14,1.032e-4
332.43,2.674e-4,2.693e-14,2.674e-4
332.46,1.056e-3,2.679e-14,1.056e-3
332.48,2.546e-3,2.670e-14,2.546e-3
332.51,9.025e-3,2.657e-14,9.025e-3
332.53,2.024e-2,2.647e-14,2.024e-2
332.56,6.440e-2,2.634e-14,6.440e-2
332.58,1.344e-1,2.625e-14,1.344e-1
332.61,3.837e-1,2.611e-14,3.837e-1
332.63,7.449e-1,2.602e-14,7.449e-1
332.66,1.909e+0,2.588e-14,1.909e+0
332.68,3.448e+0,2.579e-14,3.448e+0
332.71,7.931e+0,2.566e-14,7.931e+0
332.73,1.333e+1,2.557e-14,1.333e+1
332.75,2.176e+1,2.548e-14,2.176e+1
332.78,4.302e+1,2.534e-14,4.302e+1
332.8,6.536e+1,2.525e-14,6.536e+1
332.83,1.160e+2,2.511e-14,1.160e+2
332.85,1.639e+2,2.502e-14,1.639e+2
332.88,2.610e+2,2.489e-14,2.610e+2
332.9,3.433e+2,2.479e-14,3.433e+2
332.93,4.905e+2,2.466e-14,4.905e+2
332.95,6.003e+2,2.457e-14,6.003e+2
332.98,7.698e+2,2.443e-14,7.698e+2
333,8.765e+2,2.434e-14,8.765e+2
333.03,1.009e+3,2.420e-14,1.009e+3
333.05,1.069e+3,2.411e-14,1.069e+3
333.07,1.100e+3,2.402e-14,1.100e+3
333.1,1.088e+3,2.389e-14,1.088e+3
333.12,1.042e+3,2.380e-14,1.042e+3
333.15,9.252e+2,2.366e-14,9.252e+2
333.17,8.244e+2,2.357e-14,8.244e+2
333.2,6.569e+2,2.343e-14,6.569e+2
333.22,5.446e+2,2.334e-14,5.446e+2
333.25,3.894e+2,2.321e-14,3.894e+2
333.27,3.004e+2,2.311e-14,3.004e+2
333.3,1.928e+2,2.298e-14,1.928e+2
333.32,1.384e+2,2.289e-14,1.384e+2
333.35,7.970e+1,2.275e-14,7.970e+1
333.37,5.322e+1,2.266e-14,5.322e+1
333.39,3.453e+1,2.257e-14,3.453e+1
333.42,1.709e+1,2.243e-14,1.709e+1
333.44,1.032e+1,2.234e-14,1.032e+1
333.47,4.584e+0,2.221e-14,4.584e+0
333.49,2.575e+0,2.212e-14,2.575e+0
333.52,1.027e+0,2.198e-14,1.027e+0
333.54,5.365e-1,2.189e-14,5.365e-1
333.57,1.920e-1,2.175e-14,1.920e-1
